"","Year","State","Sport","Girls Participation","Boys Participation","year_cleaned"
"6253","2012/2013","NH","Team Tennis",942,746,2012
"6254","2012/2013","NH","Track and Field",1260,1373,2012
"6255","2012/2013","NH","Track and Field",2155,2506,2012
"6256","2012/2013","NH","Volleyball",1590,274,2012
"6257","2012/2013","NH","Wrestling",16,781,2012
"6258","2012/2013","NJ","Base/Softball",78,16035,2012
"6259","2012/2013","NJ","Basketball",10122,14193,2012
"6260","2012/2013","NJ","Bowling",2154,2748,2012
"6261","2012/2013","NJ","Cross Country",5607,8241,2012
"6262","2012/2013","NJ","Fencing",1010,1228,2012
"6263","2012/2013","NJ","Ice/Field Hockey",8672,0,2012
"6264","2012/2013","NJ","Football",21,25888,2012
"6265","2012/2013","NJ","Golf",1333,3755,2012
"6266","2012/2013","NJ","Gymnastics",1023,0,2012
"6267","2012/2013","NJ","Ice/Field Hockey",183,3565,2012
"6268","2012/2013","NJ","Lacrosse",8128,9003,2012
"6269","2012/2013","NJ","Skiing",169,236,2012
"6270","2012/2013","NJ","Soccer",14032,18294,2012
"6271","2012/2013","NJ","Base/Softball",12467,0,2012
"6272","2012/2013","NJ","Swimming & Diving",6145,5418,2012
"6273","2012/2013","NJ","Tennis",6864,5955,2012
"6274","2012/2013","NJ","Track and Field",9746,11740,2012
"6275","2012/2013","NJ","Track and Field",16417,18885,2012
"6276","2012/2013","NJ","Volleyball",8143,2975,2012
"6277","2012/2013","NJ","Wrestling",57,9893,2012
"6278","2012/2013","NM","Base/Softball",28,2922,2012
"6279","2012/2013","NM","Basketball",3749,4239,2012
"6280","2012/2013","NM","Bowling",232,242,2012
"6281","2012/2013","NM","Competitive Spirit Squad",2213,142,2012
"6282","2012/2013","NM","Cross Country",1349,1567,2012
"6283","2012/2013","NM","Football",27,6520,2012
"6284","2012/2013","NM","Golf",399,684,2012
"6285","2012/2013","NM","Rodeo",52,56,2012
"6286","2012/2013","NM","Soccer",2068,2349,2012
"6287","2012/2013","NM","Base/Softball",2305,0,2012
"6288","2012/2013","NM","Swimming & Diving",697,626,2012
"6289","2012/2013","NM","Tennis",809,687,2012
"6290","2012/2013","NM","Track and Field",3299,4315,2012
"6291","2012/2013","NM","Volleyball",4001,0,2012
"6292","2012/2013","NM","Wrestling",96,1573,2012
"6293","2012/2013","NY","Badminton",1211,445,2012
"6294","2012/2013","NY","Basketball",16997,20514,2012
"6295","2012/2013","NY","Bowling",3445,4569,2012
"6296","2012/2013","NY","Competitive Spirit Squad",11157,72,2012
"6297","2012/2013","NY","Cross Country",7966,10261,2012
"6298","2012/2013","NY","Fencing",469,515,2012
"6299","2012/2013","NY","Ice/Field Hockey",7504,0,2012
"6300","2012/2013","NY","Golf",1811,7855,2012
"6301","2012/2013","NY","Gymnastics",1625,89,2012
"6302","2012/2013","NY","Ice/Field Hockey",439,3238,2012
"6303","2012/2013","NY","Lacrosse",11922,16169,2012
"6304","2012/2013","NY","Riflery",58,276,2012
"6305","2012/2013","NY","Skiing",706,873,2012
"6306","2012/2013","NY","Skiing",398,395,2012
"6307","2012/2013","NY","Soccer",22727,23669,2012
"6308","2012/2013","NY","Base/Softball",18211,0,2012
"6309","2012/2013","NY","Swimming & Diving",7854,6833,2012
"6310","2012/2013","NY","Tennis",9502,10036,2012
"6311","2012/2013","NY","Track and Field",12379,12384,2012
"6312","2012/2013","NY","Track and Field",21834,23169,2012
"6313","2012/2013","NY","Volleyball",15788,4092,2012
"6314","2012/2013","NY","Wrestling",25,13668,2012
"6315","2012/2013","NC","Basketball",8652,10618,2012
"6316","2012/2013","NC","Competitive Spirit Squad",16362,0,2012
"6317","2012/2013","NC","Cross Country",4614,8753,2012
"6318","2012/2013","NC","Ice/Field Hockey",1020,0,2012
"6319","2012/2013","NC","Golf",1232,3392,2012
"6320","2012/2013","NC","Gymnastics",192,0,2012
"6321","2012/2013","NC","Lacrosse",1385,2490,2012
"6322","2012/2013","NC","Soccer",12031,13487,2012
"6323","2012/2013","NC","Base/Softball",8648,0,2012
"6324","2012/2013","NC","Swimming & Diving",4657,3854,2012
"6325","2012/2013","NC","Tennis",4779,4274,2012
"6326","2012/2013","NC","Track and Field",3435,5626,2012
"6327","2012/2013","NC","Track and Field",9908,14243,2012
"6328","2012/2013","NC","Volleyball",8972,0,2012
"6329","2012/2013","ND","Base/Softball",4,1498,2012
"6330","2012/2013","ND","Basketball",2361,2836,2012
"6331","2012/2013","ND","Cross Country",524,584,2012
"6332","2012/2013","ND","Football",6,3221,2012
"6333","2012/2013","ND","Golf",519,913,2012
"6334","2012/2013","ND","Gymnastics",105,0,2012
"6335","2012/2013","ND","Ice/Field Hockey",195,589,2012
"6336","2012/2013","ND","Soccer",586,593,2012
"6337","2012/2013","ND","Base/Softball",733,0,2012
"6338","2012/2013","ND","Swimming & Diving",331,345,2012
"6339","2012/2013","ND","Tennis",406,280,2012
"6340","2012/2013","ND","Track and Field",1660,2093,2012
"6341","2012/2013","ND","Volleyball",3171,0,2012
"6342","2012/2013","ND","Wrestling",9,856,2012
"6343","2012/2013","OH","Adapted Bowling",30,43,2012
"6344","2012/2013","OH","Adapted Soccer",89,124,2012
"6345","2012/2013","OH","Adapted Base/Softball",110,6,2012
"6346","2012/2013","OH","Archery",203,250,2012
"6347","2012/2013","OH","Badminton",43,50,2012
"6348","2012/2013","OH","Base/Softball",124,20939,2012
"6349","2012/2013","OH","Basketball",17379,21989,2012
"6350","2012/2013","OH","Bowling",3178,3660,2012
"6351","2012/2013","OH","Competitive Spirit Squad",2078,192,2012
"6352","2012/2013","OH","Crew",289,340,2012
"6353","2012/2013","OH","Cross Country",8081,9383,2012
"6354","2012/2013","OH","Decathlon",12,14,2012
"6355","2012/2013","OH","Equestrian",18,2,2012
"6356","2012/2013","OH","Fencing",36,42,2012
"6357","2012/2013","OH","Ice/Field Hockey",975,48,2012
"6358","2012/2013","OH","Flag Football",135,59,2012
"6359","2012/2013","OH","Football",38,45882,2012
"6360","2012/2013","OH","Golf",3148,8358,2012
"6361","2012/2013","OH","Gymnastics",1116,86,2012
"6362","2012/2013","OH","Ice/Field Hockey",22,1843,2012
"6363","2012/2013","OH","Lacrosse",2860,4041,2012
"6364","2012/2013","OH","Riflery",21,25,2012
"6365","2012/2013","OH","Rodeo",1,1,2012
"6366","2012/2013","OH","Skiing",13,20,2012
"6367","2012/2013","OH","Soccer",14256,14730,2012
"6368","2012/2013","OH","Base/Softball",16329,1049,2012
"6369","2012/2013","OH","Base/Softball",358,20,2012
"6370","2012/2013","OH","Soft Tennis",96,32,2012
"6371","2012/2013","OH","Swimming & Diving",6353,5480,2012
"6372","2012/2013","OH","Synchronized Swimming",98,60,2012
"6373","2012/2013","OH","Team Tennis",6418,5899,2012
"6374","2012/2013","OH","Tennis",6365,5735,2012
"6375","2012/2013","OH","Track and Field",2390,2550,2012
"6376","2012/2013","OH","Track and Field",20975,24365,2012
"6377","2012/2013","OH","Volleyball",18899,2665,2012
"6378","2012/2013","OH","Water Polo",137,170,2012
"6379","2012/2013","OH","Weight Lifting",785,2389,2012
"6380","2012/2013","OH","Wrestling",131,11581,2012
"6381","2012/2013","OK","Base/Softball",71,9312,2012
"6382","2012/2013","OK","Basketball",8102,9993,2012
"6383","2012/2013","OK","Competitive Spirit Squad",5193,349,2012
"6384","2012/2013","OK","Cross Country",2385,2662,2012
"6385","2012/2013","OK","Football",421,14949,2012
"6386","2012/2013","OK","Football",4,1395,2012
"6387","2012/2013","OK","Golf",1370,2165,2012
"6388","2012/2013","OK","Soccer",3548,3785,2012
"6389","2012/2013","OK","Base/Softball",7182,0,2012
"6390","2012/2013","OK","Base/Softball",4435,0,2012
"6391","2012/2013","OK","Swimming & Diving",654,781,2012
"6392","2012/2013","OK","Tennis",1325,1345,2012
"6393","2012/2013","OK","Track and Field",5042,6221,2012
"6394","2012/2013","OK","Volleyball",3357,0,2012
"6395","2012/2013","OK","Wrestling",112,3636,2012
"6396","2012/2013","OR","Base/Softball",23,5974,2012
"6397","2012/2013","OR","Basketball",5780,7326,2012
"6398","2012/2013","OR","Competitive Spirit Squad",2804,236,2012
"6399","2012/2013","OR","Cross Country",2859,3571,2012
"6400","2012/2013","OR","Football",28,13180,2012
"6401","2012/2013","OR","Football",3,805,2012
"6402","2012/2013","OR","Golf",864,1646,2012
"6403","2012/2013","OR","Soccer",5113,5758,2012
"6404","2012/2013","OR","Base/Softball",4647,0,2012
"6405","2012/2013","OR","Swimming & Diving",2435,2031,2012
"6406","2012/2013","OR","Tennis",2778,2096,2012
"6407","2012/2013","OR","Track and Field",7127,9228,2012
"6408","2012/2013","OR","Volleyball",7131,0,2012
"6409","2012/2013","OR","Wrestling",131,5064,2012
"6410","2012/2013","PA","Basketball",21510,22080,2012
"6411","2012/2013","PA","Bowling",1420,1440,2012
"6412","2012/2013","PA","Competitive Spirit Squad",1575,0,2012
"6413","2012/2013","PA","Cross Country",11200,11200,2012
"6414","2012/2013","PA","Ice/Field Hockey",9975,0,2012
"6415","2012/2013","PA","Golf",3470,5390,2012
"6416","2012/2013","PA","Gymnastics",210,0,2012
"6417","2012/2013","PA","Lacrosse",5856,5760,2012
"6418","2012/2013","PA","Riflery",440,480,2012
"6419","2012/2013","PA","Soccer",18935,20265,2012
"6420","2012/2013","PA","Base/Softball",19440,0,2012
"6421","2012/2013","PA","Swimming & Diving",9750,9450,2012
"6422","2012/2013","PA","Tennis",4860,4776,2012
"6423","2012/2013","PA","Track and Field",2820,2760,2012
"6424","2012/2013","PA","Track and Field",24120,24240,2012
"6425","2012/2013","PA","Volleyball",10368,3744,2012
"6426","2012/2013","PA","Water Polo",345,345,2012
"6427","2012/2013","RI","Base/Softball",1,1580,2012
"6428","2012/2013","RI","Basketball",1074,1520,2012
"6429","2012/2013","RI","Competitive Spirit Squad",583,9,2012
"6430","2012/2013","RI","Cross Country",673,969,2012
"6431","2012/2013","RI","Ice/Field Hockey",606,0,2012
"6432","2012/2013","RI","Football",11,2928,2012
"6433","2012/2013","RI","Golf",96,430,2012
"6434","2012/2013","RI","Gymnastics",192,0,2012
"6435","2012/2013","RI","Ice/Field Hockey",244,801,2012
"6436","2012/2013","RI","Lacrosse",969,1075,2012
"6437","2012/2013","RI","Soccer",1486,1630,2012
"6438","2012/2013","RI","Base/Softball",1030,0,2012
"6439","2012/2013","RI","Swimming & Diving",617,409,2012
"6440","2012/2013","RI","Tennis",809,647,2012
"6441","2012/2013","RI","Track and Field",1325,1473,2012
"6442","2012/2013","RI","Track and Field",1507,1552,2012
"6443","2012/2013","RI","Volleyball",1044,573,2012
"6444","2012/2013","RI","Wrestling",20,971,2012
"6445","2012/2013","SC","Basketball",4821,6781,2012
"6446","2012/2013","SC","Competitive Spirit Squad",2793,0,2012
"6447","2012/2013","SC","Cross Country",2200,3262,2012
"6448","2012/2013","SC","Golf",680,1958,2012
"6449","2012/2013","SC","Lacrosse",851,1398,2012
"6450","2012/2013","SC","Soccer",4559,5568,2012
"6451","2012/2013","SC","Base/Softball",4975,0,2012
"6452","2012/2013","SC","Swimming & Diving",1405,1303,2012
"6453","2012/2013","SC","Tennis",2005,1619,2012
"6454","2012/2013","SC","Track and Field",5856,8682,2012
"6455","2012/2013","SC","Volleyball",4884,0,2012
"6456","2012/2013","SD","Basketball",2771,3564,2012
"6457","2012/2013","SD","Competitive Spirit Squad",654,0,2012
"6458","2012/2013","SD","Cross Country",673,912,2012
"6459","2012/2013","SD","Football",8,3468,2012
"6460","2012/2013","SD","Football",2,1970,2012
"6461","2012/2013","SD","Golf",701,1046,2012
"6462","2012/2013","SD","Gymnastics",269,0,2012
"6463","2012/2013","SD","Tennis",261,344,2012
"6464","2012/2013","SD","Track and Field",2861,3580,2012
"6465","2012/2013","SD","Volleyball",3631,0,2012
"6466","2012/2013","SD","Wrestling",26,1311,2012
"6467","2012/2013","TN","Basketball",6133,8842,2012
"6468","2012/2013","TN","Bowling",1297,1523,2012
"6469","2012/2013","TN","Cross Country",3045,4082,2012
"6470","2012/2013","TN","Golf",927,2603,2012
"6471","2012/2013","TN","Soccer",6434,7113,2012
"6472","2012/2013","TN","Base/Softball",5932,0,2012
"6473","2012/2013","TN","Tennis",2799,2440,2012
"6474","2012/2013","TN","Track and Field",5542,6697,2012
"6475","2012/2013","TN","Volleyball",6171,0,2012
"6476","2012/2013","TX","Base/Softball",276,45621,2012
"6477","2012/2013","TX","Basketball",69304,72200,2012
"6478","2012/2013","TX","Cross Country",27689,23882,2012
"6479","2012/2013","TX","Football",196,165359,2012
"6480","2012/2013","TX","Golf",7683,12451,2012
"6481","2012/2013","TX","Soccer",30470,34063,2012
"6482","2012/2013","TX","Base/Softball",31424,0,2012
"6483","2012/2013","TX","Swimming & Diving",8566,9001,2012
"6484","2012/2013","TX","Team Tennis",12641,14323,2012
"6485","2012/2013","TX","Tennis",18145,18921,2012
"6486","2012/2013","TX","Track and Field",61088,74325,2012
"6487","2012/2013","TX","Volleyball",44045,0,2012
"6488","2012/2013","TX","Wrestling",2776,10639,2012
"6489","2012/2013","UT","Basketball",3030,3588,2012
"6490","2012/2013","UT","Cross Country",2167,2640,2012
"6491","2012/2013","UT","Drill Team",1677,0,2012
"6492","2012/2013","UT","Golf",1051,1504,2012
"6493","2012/2013","UT","Soccer",3050,3342,2012
"6494","2012/2013","UT","Base/Softball",2211,0,2012
"6495","2012/2013","UT","Swimming & Diving",1659,1777,2012
"6496","2012/2013","UT","Tennis",1839,1695,2012
"6497","2012/2013","UT","Track and Field",4484,5048,2012
"6498","2012/2013","UT","Volleyball",2955,0,2012
"6499","2012/2013","VT","Adapted Bowling",27,28,2012
"6500","2012/2013","VT","Adapted Soccer",7,14,2012
"6501","2012/2013","VT","Base/Softball",2,845,2012
"6502","2012/2013","VT","Basketball",852,1067,2012
"6503","2012/2013","VT","Bowling",28,50,2012
"6504","2012/2013","VT","Competitive Spirit Squad",183,4,2012
"6505","2012/2013","VT","Cross Country",353,458,2012
"6506","2012/2013","VT","Decathlon",4,8,2012
"6507","2012/2013","VT","Fencing",4,5,2012
"6508","2012/2013","VT","Ice/Field Hockey",630,17,2012
"6509","2012/2013","VT","Football",8,1159,2012
"6510","2012/2013","VT","Golf",75,285,2012
"6511","2012/2013","VT","Gymnastics",80,5,2012
"6512","2012/2013","VT","Heptathlon",4,0,2012
"6513","2012/2013","VT","Ice/Field Hockey",228,310,2012
"6514","2012/2013","VT","Lacrosse",538,779,2012
"6515","2012/2013","VT","Skiing",94,134,2012
"6516","2012/2013","VT","Skiing",211,175,2012
"6517","2012/2013","VT","Snowboarding",34,98,2012
"6518","2012/2013","VT","Soccer",1338,1334,2012
"6519","2012/2013","VT","Base/Softball",834,0,2012
"6520","2012/2013","VT","Tennis",301,208,2012
"6521","2012/2013","VT","Track and Field",201,197,2012
"6522","2012/2013","VT","Track and Field",617,681,2012
"6523","2012/2013","VT","Volleyball",12,6,2012
"6524","2012/2013","VT","Wrestling",5,170,2012
"6525","2012/2013","VA","Base/Softball",3,9290,2012
"6526","2012/2013","VA","Basketball",7571,9553,2012
"6527","2012/2013","VA","Competitive Spirit Squad",4956,114,2012
"6528","2012/2013","VA","Crew",921,1022,2012
"6529","2012/2013","VA","Cross Country",4845,6116,2012
"6530","2012/2013","VA","Ice/Field Hockey",4782,0,2012
"6531","2012/2013","VA","Football",28,25965,2012
"6532","2012/2013","VA","Golf",373,2718,2012
"6533","2012/2013","VA","Gymnastics",935,0,2012
"6534","2012/2013","VA","Lacrosse",2806,3828,2012
"6535","2012/2013","VA","Soccer",8773,9863,2012
"6536","2012/2013","VA","Base/Softball",7655,0,2012
"6537","2012/2013","VA","Swimming & Diving",4191,3684,2012
"6538","2012/2013","VA","Tennis",3502,3079,2012
"6539","2012/2013","VA","Track and Field",5652,6934,2012
"6540","2012/2013","VA","Track and Field",8669,10913,2012
"6541","2012/2013","VA","Volleyball",7692,1272,2012
"6542","2012/2013","VA","Wrestling",83,6730,2012
"6543","2012/2013","WA","Basketball",8933,11127,2012
"6544","2012/2013","WA","Bowling",1019,0,2012
"6545","2012/2013","WA","Cross Country",4569,6753,2012
"6546","2012/2013","WA","Dance/Drill",2485,145,2012
"6547","2012/2013","WA","Golf",2217,3547,2012
"6548","2012/2013","WA","Gymnastics",1887,0,2012
"6549","2012/2013","WA","Soccer",9475,10451,2012
"6550","2012/2013","WA","Base/Softball",7623,0,2012
"6551","2012/2013","WA","Swimming & Diving",4318,3761,2012
"6552","2012/2013","WA","Tennis",7207,5360,2012
"6553","2012/2013","WA","Track and Field",9919,12749,2012
"6554","2012/2013","WA","Volleyball",10412,0,2012
"6555","2012/2013","WA","Wrestling",1016,8413,2012
"6556","2012/2013","WV","Basketball",2161,2982,2012
"6557","2012/2013","WV","Competitive Spirit Squad",2030,0,2012
"6558","2012/2013","WV","Cross Country",714,887,2012
"6559","2012/2013","WV","Soccer",1647,1827,2012
"6560","2012/2013","WV","Base/Softball",2247,0,2012
"6561","2012/2013","WV","Swimming & Diving",654,455,2012
"6562","2012/2013","WV","Tennis",853,676,2012
